Id,BlockNumber,Timestamp,MakerToken,MakerAmount,TakerToken,TakerAmount,Method
0x33e070b0da69a99bed205f8dbb69b2f79bce1c1fe1d6742640626785d4d14356-0xb60c307ae4d478fd493788bc370029acc3f3291d8cdd0564dea145df50f607d7-44,16645846,1676605487,0xdac17f958d2ee523a2206206994597c13d831ec7,144000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,81200000000000000,ByProtocol
0x2ba8adc05bd96e5c427da0d79a6dc73d68935913a46a08595912fec2617d8564-0x4616e5cd9bc47f7ece0fcac42de6f604b75cfaf9cf8837187eeab396c3bdcac4-84,16646003,1676607395,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,80000000000000000,0xdac17f958d2ee523a2206206994597c13d831ec7,125000000,ByProtocol
0x7f6c14950b20373238472f8a1d045ffe8dec216b455d4803bb78f13b3166204f-0xbabad5eae333b07a55ab649da6afc107295031a7825cd09ae7a79d97d39bb183-97,16652995,1676692595,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,100000000000000000,0xdac17f958d2ee523a2206206994597c13d831ec7,166450000,ByProtocol
0x33cc6e4222a3c8f9a45386c55cdd12b62d0aa9f48b5ba0362d943ecd30e3d0f0-0x4016c6b4afcc4cad6d17e3b5b196b8c877232365c68b2dfb8f8304671afe78cd-366,16655530,1676723459,0x0000000000000000000000000000000000000000,999004733928032075,0xdac17f958d2ee523a2206206994597c13d831ec7,1701340000,amm
0xa96cee8ba60d4e695551947574e76071511c48ac44c4e75a3959f5e2fe8df929-0x119acdcbe909631cc3b6c19cb5977f03cce4d1675a4d8f4c275a335cfc86adf8-148,16655532,1676723483,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,511999823802039397775,0xdac17f958d2ee523a2206206994597c13d831ec7,729745000,amm
0x15dc31aab4343bb580a236d62a71ab73d772084476ae9d471afec55e54d8e15e-0x303535253967fa096c212c72c5f065ca6685190496a43420655ce5931a1be5d2-84,16655538,1676723555,0x0000000000000000000000000000000000000000,8253056695616784885,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,500000520900000000000000,amm
0x65b3b517f9336e5b304d3eddffbaca3d0aeee55530281088aa523bc8600a5742-0x54afd07a5cb622909ad22e168a8f6726b07b07209b82b3f5a6ff7ed8dfa5dfce-132,16655576,1676724011,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,540999982935,0x0000000000000000000000000000000000000000,150952680000000000,amm
0xe6182ccad4b13d2241ade5fd2ad85f054335a2df9096f1aa37d343c93be0a4d0-0x065c97c7f0fcbeb95db86eb90c52ee1d9dc6ed9d599cb880142646e39c54acea-409,16655583,1676724095,0xdac17f958d2ee523a2206206994597c13d831ec7,4847676703,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,19900000,amm
0xd152657e1e7cba20c4122c0d6156b69af9b94bd0996b922768aeaecaea554628-0xabf5116239f14858587c587a2c7942529348cde3a87cdc247157d9e2837d388a-127,16655764,1676726291,0xdac17f958d2ee523a2206206994597c13d831ec7,14070396757,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,14080000000,amm
0xfe6651e5017bf6af4a463a286c4e19beab733e0d2f3d5819d0d695ccc22dd68a-0x92da6739fd5d89cff5dfa9b25eb2cc1f025949f096e5b6150ee0f4288c7c4bc9-147,16655828,1676727071,0xdac17f958d2ee523a2206206994597c13d831ec7,159438160,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,179456700,amm
0x9024f9845fcedfeb127afec45a7b202006444e4f669fba7e7e19dd878a556e17-0xa8dd2289b80200bf296afec5e2b0d72803e0a14e26bee8bee85d7ceb3bf023d3-108,16655879,1676727707,0x0000000000000000000000000000000000000000,199499840049458407,0xdac17f958d2ee523a2206206994597c13d831ec7,340000000,amm
0xda4fedf6e59391d17d2d0a28d4d6eed9cf7cca33d9db7ddc3773d1af6aee69e3-0x8d3085ca040e2eca83beb0157273262f30bdc79ed8c2b610df886e959e135184-358,16655995,1676729111,0x0000000000000000000000000000000000000000,631459910563056551,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,100000000000000000000,amm
0xc738b83e3b6130fb3e97d5cb3cdb95389cf295d275ef0cb09b170273736f0b3a-0x25aa66ce538cd550426a45c07f9406be8a288eb386a79a0094746ddb79680ea6-80,16656008,1676729279,0x25f8087ead173b73d6e8b84329989a8eea16cf73,2604724898547219254288,0x0000000000000000000000000000000000000000,600000000000000000,amm
0x48036d5a127037e184632c8d2e01dc4a7f5c6851dfdc6b7cc55d8f7e4fc3ef01-0x51fc16227338dc36bbadf0645a002386b8149d70d4c076cf133afebe29aeec32-272,16656048,1676729759,0x0000000000000000000000000000000000000000,273661788433093564,0xdac17f958d2ee523a2206206994597c13d831ec7,500000000,amm
0xee9030d349bdc89db9e4880aab7312b61f1da8a0ee180abab8c956a66a38c197-0x50f209166f16cce0d6b7352632d5d5be7fe9946c18fb953747dafa453a8cd9c9-134,16656098,1676730359,0x5283d291dbcf85356a21ba090e6db59121208b44,1091924029461498317041,0xdac17f958d2ee523a2206206994597c13d831ec7,1260000000,amm
0x3e4ffc400c934c633717cf8c4f1ce81a715331ecebb214499fd2a8f6623a3a18-0x1cfb3d6e11f0be4cfe0db01a9dd943e6510235069b0afa85e9dcc1559a0b56b4-178,16656099,1676730371,0x0000000000000000000000000000000000000000,999971195129674692,0xdac17f958d2ee523a2206206994597c13d831ec7,1725210000,amm
0x8e957a8e7c3ea114b23db12bced9947e3a569f26eb16e207dbfef934ea44c6de-0x57ef133fca768356a3b2bdf310355d064c1537c6f0dc585d913e4785c2224644-138,16656175,1676731283,0x5283d291dbcf85356a21ba090e6db59121208b44,64482245107317955139,0x0000000000000000000000000000000000000000,45000000000000000,amm
0x364e037878c4412ec9f0b85c757d1fd44fac17e7a532e4c6e1d3175519142909-0x5cc5e4f995196602a98d2cf639b23db77aa19129da908e67ec51ff91de4c1ed5-157,16656194,1676731511,0xdac17f958d2ee523a2206206994597c13d831ec7,99715217,0x0000000000000000000000000000000000000000,59100000000000000,amm
0x36af1bd95dac5432c63a7eff3c724cd9bc5105c1b1d6d9e79a9a20aaf569e6e5-0x0be17a3b7c1d501cc831c8e1ff75433a0d01256829df0eeb959e5ce3f60f5117-132,16656255,1676732255,0x0000000000000000000000000000000000000000,48380302247439788,0xdac17f958d2ee523a2206206994597c13d831ec7,99715200,amm
0x29906871d6530b522e5ffdc0f398f4a6f4fb0a032641485c2b97a25ce64ef050-0xe238df44927232c6d7fd0cbcfec0bb202035640bfa84cb99175f67d6964bc562-125,16656302,1676732819,0x0000000000000000000000000000000000000000,9560940252019232413,0xdac17f958d2ee523a2206206994597c13d831ec7,16287620100,amm
0xf7fd1c126a9a0aefbbb18565f201340e706b039adf3d8a505e05e2ea2d8d3aaa-0x8f479b7d18945b8367304ed71139e15260e7c289e76765b3369179ae60ce13d7-137,16656427,1676734331,0x0000000000000000000000000000000000000000,49581615745640936,0xdac17f958d2ee523a2206206994597c13d831ec7,110000000,amm
0x57fc61d41b5142d0dc994422b2cd63f23699c23c36936709d6480fa511a4bf5f-0x201cbc50e7f0b08018355596613de5122e34bda0e461dafa8c6b501cc90f3411-96,16656445,1676734547,0x0000000000000000000000000000000000000000,1813605364871933377,0xdac17f958d2ee523a2206206994597c13d831ec7,3105463700,amm
0x13b53afa3f25198208658bbec1ae9fca6e83e4017e7134232a2cb719d8b92f45-0x9c67d4cdf9e96df733dc1a4d6f68555bc882fb07d85187bce1a79ea700e9a9d8-209,16656563,1676735975,0xdac17f958d2ee523a2206206994597c13d831ec7,25636515479,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,25654000000,amm
0x4cdfeb3dc15158793076ec63a8ff5941136c138bed1feffa628ebc47b4e54707-0x7450026b479655db7026b37ca216e0ba5b51260a696d1336637a1a093e9a5be8-77,16656730,1676738015,0x6b175474e89094c44da98b954eedeac495271d0f,199795580306371299032647,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,199900000000,amm
0x3b5f38f7022060e683d0163843ec3865ab14f52148a3f196b9ad9044496223f8-0xd54f8dfaa353ace7ba4587f0e5984b13afdaf5494edb0872b61ac7f9714e714c-312,16656768,1676738495,0x0000000000000000000000000000000000000000,45641746706476601,0xdac17f958d2ee523a2206206994597c13d831ec7,100000000,amm
0xe9d40ffc216d527e512bbd53b3124cd8701942d1fe119fbf337062cf9970f5c6-0x71f05c0ef6055184d12993d826cea9e3fb6a733de9894678322829fe07709bf8-172,16656772,1676738543,0x0000000000000000000000000000000000000000,45689831455901332,0xdac17f958d2ee523a2206206994597c13d831ec7,100000000,amm
0x1cd4b21d0f0ca0784c5f4760667e3139e5ee0d96ef938532a62e8c6940af3f1a-0xccb6aeebe50dafe93cf2ab80c961d5e41a0c7096170bc61cdcf9b565ec3f1c49-307,16656777,1676738603,0x6b175474e89094c44da98b954eedeac495271d0f,14972167041639707005789,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,14980000000,amm
0x75647e1bf089082e4ef2ea487d268592c32ab8c90839509c1106e258f8e7a46d-0xed2bce356c8e46cb010fe5c8f2bca129b68e74b447b118c92e86a04205c286e0-197,16656870,1676739719,0x6b175474e89094c44da98b954eedeac495271d0f,3027748048830265370216,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3043950000,amm
0xf0114260bdaf66479345db0de017c3c303bc62122e3344c9296c7632489d9a78-0xeb1a320a71359eea449dd86100ba82d1bcc8c5dd03202b2bf4672161eded9467-98,16656879,1676739827,0x0000000000095413afc295d19edeb1ad7b71c952,5000993847794388595747,0xdac17f958d2ee523a2206206994597c13d831ec7,3086049999,amm
0xa358b3a43e6f73ff79acf0e85209fc9842976ddcad4eefa0fa4ed0d5e61f9561-0xfa945cf8f37faa878c1ff54b2ef09d1a0e5cf83d73a1be746be093c9c92f2f57-111,16656919,1676740307,0x0000000000000000000000000000000000000000,92819652232948293,0xdac17f958d2ee523a2206206994597c13d831ec7,181000000,amm
0xcb40b3ebc26bff0508367f839ca043c696c3b5e99458cfa5455bdaca71fa4fa7-0x7810bf144023e8f8b51671142bce1fc9a70b72c8636b8d79830cc0c6dedd1571-133,16657060,1676742035,0xdac17f958d2ee523a2206206994597c13d831ec7,863409609,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,864000000,amm
0x4044a59ab417195afbbdd1eae00fae39ba318fa110cbec9fb5f8d76e95e223bc-0x1e07da8c0fadcfdbfd76fd573438a7a1c1ccff5283ecca10d5b954a2f1722b73-146,16657136,1676742983,0x0000000000000000000000000000000000000000,1999461372432850188,0xdac17f958d2ee523a2206206994597c13d831ec7,3404419999,amm
0xe500a64a0546ca7cdc6cb44937bfaeeb21c5086e32c3d8a22b1a3ae944f390e9-0x2306d57b500dc9afa17a0f0767ac7d76a3a5f4c48b7deb6cdbffa7b179b74c4f-262,16657353,1676745611,0x6b175474e89094c44da98b954eedeac495271d0f,456296106815363782936,0x0000000000000000000000000000000000000000,270000000000000000,amm
0x1705ce11d9eda63b229e051f1d63058be549a9e3feea31576db16e0c9dc7ca9f-0xe306984ccf82bea074a0f6521acf706ec658c1fd170418cdda591bc8a9f4a368-196,16657462,1676746919,0x0000000000000000000000000000000000000000,283417556167101696,0xdac17f958d2ee523a2206206994597c13d831ec7,500000000,amm
0x46ed3466743ab024a18ed581ca419b05fbfa7a0537d8b0ceeeea6755d5881c81-0x7bd218c07891b6892c95b63190b1f2c24f06a619d560f9cf6ee096ae3a186819-129,16657540,1676747891,0x6b175474e89094c44da98b954eedeac495271d0f,216151391201769166404,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,230000000,amm
0x07292747f0b37ad5dae8f36796684286c8c541bb08cb85093e8ad9fd5bbd618e-0x1e204e3f84c43f7da82a17ebdc4d45bf6363db6e6ad80bd64efc1b99e774320a-244,16657792,1676750963,0x0000000000000000000000000000000000000000,236702880724301969,0xdac17f958d2ee523a2206206994597c13d831ec7,400000000,amm
0x982c9807a1d6b5aea3a99efb244ca7acb37d01dde133c357fdaee85721c62316-0x91275846356c9f1fa629c36fb6a953bcd5ff37915ef40dae2bd5785c138820c0-250,16657918,1676752475,0x6b175474e89094c44da98b954eedeac495271d0f,957358241863398682010,0x0000000000000000000000000000000000000000,570000000000000000,amm
0x69e322184e3552cca2fe71c4a3b1c8b54de5a90c2299a6c6d100b1e7c3a1fb4d-0xe6843b13e0f1b6121afaa7685f2e2aba21b717aa34079ddfd437c76b26fcb4ff-197,16658066,1676754251,0x0000000000095413afc295d19edeb1ad7b71c952,16188082019206996568,0xdac17f958d2ee523a2206206994597c13d831ec7,10000000,amm
0x32eda0bd2e9fd521fe08d8a610ce61c8730970d2ebe3a622d48fe08769b8124d-0x76e0af24d538228ffb1e91138f030560933897c14f34d098e93c5c156dc4a138-97,16658072,1676754323,0x6b175474e89094c44da98b954eedeac495271d0f,1988986549046001904570,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1990000000,amm
0xf301d84625920ae1bd0546e26cc48849b116ab5c9586cf1fcac79b60ed7e25a6-0x79ca2789e08fe6198c978c15120be0ad62fe9e113dea04a63d5a090adf827d24-239,16658080,1676754419,0x0000000000000000000000000000000000000000,52155141055696198,0xdac17f958d2ee523a2206206994597c13d831ec7,106000000,amm
0xcbe8c9913494f029ecb9aac4c32a10aee442e2fd0fb27c658dd51cb0dbed5431-0x3819327c891506e40f4d0bda1b7957ebc1c3a1636f4d419c5c49e0c0ab4a9d30-61,16658104,1676754719,0x0000000000000000000000000000000000000000,49890606186942789,0xdac17f958d2ee523a2206206994597c13d831ec7,100000000,amm
0xa54fa829a8029e63dac197e3e1d43dabd4567670f514bdb689ac76a8f3aea78a-0x02738f2f21bda0e42617b20f477650ae8a0276201f43225ea9619529fd7f5488-122,16658314,1676757275,0x6b175474e89094c44da98b954eedeac495271d0f,98450213690300063164,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,110000000,amm
0x2ea9c62de6e4fd2e132f8bbc2baa85e66b2b75cada6f48a510b5a2068ce3a358-0xa1c65195bb668a2c2a12da54ef329123d5103a022db019779be86262427c30d1-169,16658400,1676758307,0xdac17f958d2ee523a2206206994597c13d831ec7,2399478726,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,9830000,amm
0x527578afd1e74580fe37c15972936a00272866a2e332263d79ccb7c45848e44c-0x849b9698ef6d7e00fec11371c53b48f614f23b6c2e776e880d99cefdf36d1779-182,16658652,1676761367,0x0000000000000000000000000000000000000000,400080817263083859,0xdac17f958d2ee523a2206206994597c13d831ec7,680300000,amm
0x518ef2c2b4619b19c5fa2130e4ed307195ed3da54797d37830fdaaec3da0565f-0x14e8aa8ada5befdde874a7624b313c6167e0e89810b47da15e008c020b324ada-66,16659010,1676765687,0xdac17f958d2ee523a2206206994597c13d831ec7,8254028845,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,8266000000,amm
0xf4ef6052fa0051b335bb94e9fd79a6edc720d75c87668f48fc0e2fb55712fde5-0x040714663b460d8d7f73fa8e305607178fa07900ffedddf8609d1b961fcfeb00-215,16659138,1676767259,0x6b175474e89094c44da98b954eedeac495271d0f,506458588938634424440,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,518120000,amm
0xfcc8593b82e7a29a741c829e119fd608bf6ccf6f83635f6d33d1a23ec9c3948d-0x7aa3a4d549703d767614a12dfd062e24d178f3ea3fd46be240bc8828f4d999b8-251,16659316,1676769407,0xdac17f958d2ee523a2206206994597c13d831ec7,1687363444,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1688000000,amm
0x0653b47e4c55388e349f3211b025225602664f8b642c93d6ba9538a19779ff3a-0xc6a15b32b4175d29c82f52175a4decb5f93287b0c6821816e70b285acc503cc3-81,16659393,1676770355,0xdac17f958d2ee523a2206206994597c13d831ec7,15475934459,0x4e15361fd6b4bb609fa63c81a2be19d873717870,28833706400000000000000,amm
0xc48e022ef5254af52476d5130d86b5a7c480541c42d50cc44b483d5aef2ce82c-0x1f95e6c545fce3321955e69a4192c09df4d645bca70fc903ea05db0c060ca0b8-98,16659409,1676770547,0x5283d291dbcf85356a21ba090e6db59121208b44,11360969389901833056836,0xdac17f958d2ee523a2206206994597c13d831ec7,15000000000,amm
0x90ab8ae867a718512d3b23fb3b19d7bec7c5c560a58ed3f72064c0862442bcab-0xcd4d86f352c6de4ff75d58bb4f368f72f9ca6ffcc59192463e6624fafe098178-98,16659420,1676770679,0x5283d291dbcf85356a21ba090e6db59121208b44,353268605324667798248,0xdac17f958d2ee523a2206206994597c13d831ec7,475000000,amm
0x39d6a769f76d313a9c0d932ec94f7121d0731a3a0abd78728cc41759ed6dc01d-0xf4daf07b667947c6a89b45e0d2b3a60a8c8086ce466b764ddbf5b45685061ddc-231,16659425,1676770739,0xdac17f958d2ee523a2206206994597c13d831ec7,4976921369,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,4990000000,amm
0xcbf3282abc055000adf82dbd7a683945f106d6435fe94a21bbfa3cfbaa53153a-0x235356e69583fa057c0bf5ce574f1b1eea04d6c41ca3d0b551c40c396a6fc232-271,16659454,1676771087,0xdac17f958d2ee523a2206206994597c13d831ec7,439254169,0x0000000000000000000000000000000000000000,260000000000000000,amm
0x651281c980976fe94f294fc05cf975a1f90a2e2c7a82cba11fb503b4a69457e8-0x08f5da3bf1e86288b77a5ac97e6b87f8c2bc632fbab009ef002e483d87f9fb0e-178,16659464,1676771207,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1499582330,0xdac17f958d2ee523a2206206994597c13d831ec7,1500000000,amm
0x6074c32e8294badafcbf3a8cef4c548f11afc84e918f5f8d258b08d0e471731b-0x155537fe0062e9c582c2e6fe80f8120396bf6330c01ca749caef2a163124e00e-329,16659491,1676771531,0x6b175474e89094c44da98b954eedeac495271d0f,187895061620972307780,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,200000000,amm
0x8478bd2e1dee4f1aa7a502593fb9c52247a7391717835ceee1d4afdf3473d5d7-0x104b28b5925fabbd4dae23a1c7b6c2f75e9196f7826398f3e0e388715847f8ce-117,16659599,1676772827,0x6b175474e89094c44da98b954eedeac495271d0f,989473646865925769494,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,990000000,amm
0x3f35f5ebaa0465cb05313978606959b00d0259525c120ff693ee3c36cf834876-0x3930b1688c57a78cf0b078cc2b984f9b1a14426d476d2ccb1f52ec0a75b88644-250,16659647,1676773415,0xdac17f958d2ee523a2206206994597c13d831ec7,9992813869,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,10000000000,amm
0x904932a40a8d2a00629e19e4e765dd453436577698baf6c60975f7b9825ec3c4-0x0a45de288a9bced94ea8c05735c8be1fa66e480baa05a575dba18facdfb56580-84,16659670,1676773703,0x0000000000000000000000000000000000000000,44602483990326966,0xdac17f958d2ee523a2206206994597c13d831ec7,100000000,amm
0x6ef8a2ca293d3001cc96eb1366577bf9bfba2c3351c5200b4d8d312be86604d8-0xb276adc34b3f11352fb47529d7a430bbcf54072089cb238f88b64f4bf01576a0-204,16659674,1676773751,0x0000000000000000000000000000000000000000,123642656550013605,0xdac17f958d2ee523a2206206994597c13d831ec7,210382700,amm
0x7c44c8765afcc0f73aaeca2e39c444d3118f44ef52cf924d9c80ec711aeece5f-0xf7b1c0e1327f2ae6260151402543f017921cd986c7344052dfd851ecb455a440-151,16659733,1676774459,0x6b175474e89094c44da98b954eedeac495271d0f,472262825488697172468,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,485781100,amm
0x04e993c33d2bbd71b3ba72399ab9f768dc8bcce4127c6a4da2ac17e5104622e3-0xd3a36054d1226e8b946d90964ddbfd240060adab44876abbee4271351445b0aa-168,16659765,1676774843,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,149969977,0xdac17f958d2ee523a2206206994597c13d831ec7,150012200,amm
0x872e80dada584c4d330a93b36374878fc54063693bf435f1f4d068d5fedf78d0-0x4240dafb80ebe38d705a981aed8808fed82caae47cf9e01221b95a4cc8b4e7f3-137,16659810,1676775383,0x6b175474e89094c44da98b954eedeac495271d0f,4184332272456700844728,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,4199160000,amm
0xa75919fe5e4e151843f6c2cb288619868a0052c9d3267a376200f40901331fdd-0x73e1b2fcd38fe537f43856871e3a1a150236bf9748cf6333e82e3f6c979159d3-166,16659813,1676775419,0x6b175474e89094c44da98b954eedeac495271d0f,281488558019062151360,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,296000000,amm
0x22a55ef8106010c46df8338de3bfb3c10acb7874f9bb912dc865f3eead6460e3-0x9ceada9c00edd3bbfdfd95b934ddb4fef9d81545703bb455d4afe78f3238955e-220,16659859,1676775971,0x0000000000000000000000000000000000000000,30645637270202273,0xdac17f958d2ee523a2206206994597c13d831ec7,70000000,amm
0x369f4aeeb24d97f2a65bb48232d3c97ce1a678b0790203e8a38917f60665c3f6-0xb190a5c283d6cadc171c1029abe9954095556ea97eb999b6a2eae388c56eaf59-234,16659920,1676776703,0x6b175474e89094c44da98b954eedeac495271d0f,2228371396240684936669,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2241891500,amm
0x5d2c5b380e2c0dc66b8dcd4ddeb8ee9f8262c73fd2686abf5ce0d869563ee4eb-0xc1879d7145f034caa4ed62003ebb1c7c2936a7c78027bb4d47d89bda125069a7-101,16659948,1676777039,0xdac17f958d2ee523a2206206994597c13d831ec7,6729162536,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6734000000,amm
